"CaseID","CASEID_NEW","qflag","weight1","weight1_freqwt","weight2","weight1a","weight1a_freqwt","weight_combo","weight_combo_freqwt","duration","speed_flag","consent","xlgb","S1","S2","S3","DOV_Branch","Q3_Refused","Q4","Q5","Q6A","Q6B","Q9","Q10","Q11","Q12","Q14","Q15A7","Q16","Q16_Refused","Q17A","Q17B","Q17C","Q17D","Q19","Q20","Q21A_Year","Q21A_Month","Q21B_Year","Q21B_Month","Q21C_Year","Q21C_Month","Q21D_Year","Q21D_Month","w6_identity","w6_outness","w6_outness_timing","Q23","Q24_Refused","Q25","Q26","Q27","Q28","w6_friend_connect_1","w6_friend_connect_2","w6_friend_connect_3","w6_friend_connect_4","w6_friend_connect_Refused","Q32","Q34","Q35_Refused","w6_sex_frequency","w6_otherdate","w6_how_many","w6_how_meet_Refused","w6_otherdate_app","w6_how_many_app","Past_Partner_Q1","w6_relationship_end_nonmar","w6_breakup_nonmar","w6_relationship_end_mar","w6_who_breakup","Q5_2","Q6A_2","Q9B_2","Q10_2","Q11_2","Q12_2","Q14_2","Q15A7_2_1","Q16_2","Q16_2_Codes","Q17B_2","Q17C_2","Q17D_2","Q20_2","Q21A_2_Year","Q21A_2_Month","Q21B_2_Year","Q21B_2_Month","Q21C_2_Year","Q21C_2_Month","Q21D_2_Year","Q21D_2_Month","Q21E_2_Year","Q21E_2_Month","Q21F_2_start_range","Q21F_2_Year","Q21F_2_Month","w6_identity_2","w6_outness_2","w6_outness_timing_2","Q23_2","Q25_2","Q26_2","Q27_2","Q28_2","w6_friend_connect_2_1","w6_friend_connect_2_2","w6_friend_connect_2_3","w6_friend_connect_2_4","w6_friend_connect_2_Refused","Q32_2","w6_otherdate_2","w6_how_many_2","w6_otherdate_app_2","w6_how_many_app_2","partyid7","PERSNET_hom","ppc10017","ppc21310","ppp20071","ppp20072","ppage","ppagecat","ppagect4","ppeduc","ppeducat","ppethm","ppgender","pphhhead","pphhsize","pphouse","ppincimp","ppmarit","ppmsacat","PPREG4","ppreg9","pprent","PPT01","PPT25","PPT612","PPT1317","PPT18OV","ppwork","Race_1","Race_2","Race_3","Race_4","Race_5","Race_6","race1","race2","race3","race4","race5","race6","race7","race8","race9","race10","race11","race12","race13","race14","race15","w6_took_the_survey","w6_prior_identity_lgb","w6_same_sex_couple","w6_same_sex_couple_gender","w6_q4","w6_q5","w6_q6a","w6_q6b","w6_q9","w6_q10","w6_q11","w6_q12","w6_q14","w6_q15a1_truncated","w6_q15a4_truncated","w6_q15a7","w6_q16","w6_q17","w6_attraction","w6_q19","w6_q20","w6_q21a_year","w6_q21a_month","w6_q21a_month_flag","w6_q21b_year","w6_q21b_month","w6_q21b_month_flag","w6_q21c_year","w6_q21c_month","w6_q21c_month_flag","w6_q21d_year","w6_q21d_month","w6_q21e_year","w6_q21e_month","w6_q21f_year","w6_q21f_month","w6_identity_all","w6_outness_all","w6_outness_timing_all","w6_q23","w6_q24_length","w6_q25","w6_q26","w6_q27","w6_q28","w6_friend_connect_1_all","w6_friend_connect_2_all","w6_friend_connect_3_all","w6_friend_connect_4_all","w6_q32","w6_q34","w6_otherdate_all","w6_how_many_all","w6_otherdate_app_all","w6_how_many_app_all","w6_number_people_met","w6_otherdate_dichotomous","w6_married","relate_duration_at_w6_years","w6_number_people_met_app","weight_combo_v2","partnership_status","female","year_fraction_met","year_fraction_relstart","age_when_met","time_from_met_to_rel","year_fraction_first_cohab","time_from_rel_to_cohab","hcm2017q24_R_cowork","hcm2017q24_R_friend","hcm2017q24_R_family","hcm2017q24_R_sig_other","hcm2017q24_R_neighbor","hcm2017q24_P_cowork","hcm2017q24_P_friend","hcm2017q24_P_family","hcm2017q24_P_sig_other","hcm2017q24_P_neighbor","hcm2017q24_btwn_I_cowork","hcm2017q24_btwn_I_friend","hcm2017q24_btwn_I_family","hcm2017q24_btwn_I_sig_other","hcm2017q24_btwn_I_neighbor","hcm2017q24_school","hcm2017q24_college","hcm2017q24_mil","hcm2017q24_church","hcm2017q24_vol_org","hcm2017q24_customer","hcm2017q24_bar_restaurant","hcm2017q24_party","hcm2017q24_internet_other","hcm2017q24_internet_dating","hcm2017q24_internet_soc_network","hcm2017q24_internet_game","hcm2017q24_internet_chat","hcm2017q24_internet_org","hcm2017q24_public","hcm2017q24_blind_date","hcm2017q24_vacation","hcm2017q24_single_serve_nonint","hcm2017q24_business_trip","hcm2017q24_work_neighbors","hcm2017q24_met_online","hcm2017_q24_length","hcm2017q24_summary_all_codes","w6_relationship_quality","hcm2017q24_met_through_family","hcm2017q24_met_through_friend","hcm2017q24_met_through_as_nghbrs","hcm2017q24_met_as_through_cowork","w6_subject_race","interracial_5cat","partner_mother_yrsed","subject_mother_yrsed","partner_yrsed","subject_yrsed"
2338,964713,1,1.2691,99418,NA,1.2618,98846,1.42678928375244,99034,13,0,1,2,1,NA,NA,1,NA,1,NA,1,1,69,11,9,3,9,1,0,NA,2,NA,1,NA,1,NA,41,6,42,7,43,11,43,11,1,NA,NA,2,NA,1,2,2,2,1,1,0,0,0,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,3,2,5,74,6,4,10,3,1,2,1,2,1,20,1,0,4,9,1,0,0,0,0,2,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,1,1,69,11,9,3,9,1,1,1,0,2,1,1,NA,1975,6,0,1976,7,0,1977,11,NA,1977,11,NA,NA,NA,NA,1,NA,NA,2,72,1,2,2,2,1,1,0,0,1,1,1,NA,NA,NA,0,0,1,41,NA,1.39708435535431,1,1,1975.45837402344,1976.54162597656,32,1.083251953125,1977.875,1.3333740234375,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,4,5,0,1,1,0,1,0,12,12,14,13
2339,2296263,1,0.753,58988,0.3726,0.7487,58651,0.115461580455303,8014,8,0,1,2,1,NA,NA,1,NA,2,2,1,1,43,12,13,3,11,1,3,NA,1,NA,NA,2,1,NA,59,6,59,-1,61,9,59,9,4,4,NA,3,NA,2,1,2,2,0,0,0,1,0,1,2,NA,5,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,1,4,47,4,3,12,4,1,1,1,4,1,19,1,1,2,3,1,0,0,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,1,1,43,12,13,3,11,1,1,1,3,1,2,1,NA,1993,6,0,1993,7,1,1995,9,NA,1993,9,NA,NA,NA,NA,4,4,NA,3,55,2,1,2,2,0,0,0,1,1,2,2,2,1,NA,3.5,1,1,24,0,0.16247370839119,1,0,1993.45837402344,1993.54162597656,23,0.083251953125,1995.70837402344,2.166748046875,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2,4,0,0,0,1,1,0,17,14,16,16
2341,1965275,1,0.5114,40062,2.4107,0.5085,39835,0.747029602527618,51851,10,0,1,2,1,NA,NA,1,NA,1,NA,1,1,63,10,-1,1,6,2,0,NA,3,NA,2,NA,1,NA,75,10,77,5,77,5,78,5,4,3,21,3,NA,2,NA,2,2,0,0,0,1,0,1,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-1,2,1,1,4,43,3,2,9,2,5,2,1,1,4,8,1,1,2,4,2,0,0,0,0,1,6,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,NA,1,1,63,10,-1,1,6,1,1,2,0,3,2,1,NA,2009,10,0,2011,5,0,2011,5,NA,2012,5,NA,NA,NA,NA,4,3,20,3,30,2,NA,2,2,0,0,0,1,1,1,1,NA,NA,NA,0,0,1,6.16666650772095,NA,1.05119526386261,1,1,2009.79162597656,2011.375,35,1.5833740234375,2011.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,5,0,0,0,0,3,1,NA,10,13,12
2342,2810665,1,NA,NA,0.8708,NA,NA,0.269844174385071,18730,11,0,1,1,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,NA,NA,1,1,1986,5,6,4,9,1,0,NA,0,NA,4,1,72,3,74,2,74,3,NA,NA,81,4,3,NA,NA,2,1,41,1,2,NA,1,1,0,0,0,1,0,1,1,NA,NA,NA,6,1,1,1,-1,6,58,5,3,9,2,1,1,1,1,3,2,5,1,3,5,2,0,0,0,0,1,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,31,5,6,4,9,1,1,1,0,0,4,NA,1,2006,3,0,2008,2,0,2008,3,NA,NA,NA,2015,4,NA,NA,2,1,40,1,57,2,NA,1,1,0,0,0,1,1,NA,1,NA,NA,NA,0,0,0,NA,NA,0.379715770483017,3,0,2006.20837402344,2008.125,47,1.9166259765625,2008.20837402344,0.0833740234375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1,NA,1,0,0,0,1,0,10,12,9,12
2343,1869141,2,NA,NA,NA,0.8205,64276,0.92778617143631,64398,0,1,1,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,NA,NA,26,2,1,13,4,1,2,1,2,3,7,5,0,2,4,2,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.908470153808594,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,17
2344,2572811,2,NA,NA,NA,1.7783,139308,2.01082515716553,139572,0,1,1,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,NA,NA,19,1,1,9,2,2,1,0,2,3,11,5,0,3,5,2,0,0,0,0,2,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9689610004425,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,12
2345,1773811,1,0.9072,71068,NA,0.902,70660,1.01994287967682,70794,11,0,1,2,1,NA,NA,1,NA,1,NA,1,1,72,11,6,3,8,1,2,NA,1,NA,1,NA,1,NA,32,9,32,11,33,9,33,9,1,NA,NA,3,NA,2,NA,1,2,0,0,0,1,0,1,2,NA,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,2,2,69,6,4,9,2,1,2,1,2,1,11,1,1,2,3,1,0,0,0,0,2,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,1,1,72,11,6,3,8,1,1,1,2,1,1,1,NA,1966,9,0,1966,11,0,1967,9,NA,1967,9,NA,NA,NA,NA,1,NA,NA,3,25,2,NA,1,2,0,0,0,1,1,2,1,NA,NA,NA,0,0,1,50.6666679382324,NA,0.998708248138428,1,1,1966.70837402344,1966.875,18,0.1666259765625,1967.70837402344,0.8333740234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,4,0,0,0,0,1,0,10,12,14,12
2347,2599767,1,0.7935,62161,NA,0.789,61808,0.892167270183563,61925,9,0,1,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,1941,9,9,4,9,2,2,NA,1,NA,1,1,28,7,28,9,33,11,NA,NA,NA,NA,3,78,3,1,NA,NA,1,2,NA,2,2,0,0,0,1,0,1,1,NA,NA,NA,5,1,1,1,2,1,76,7,4,11,3,1,1,1,1,1,8,2,1,3,5,1,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,NA,1,1,76,9,9,4,9,1,1,2,2,1,1,NA,1,1962,7,0,1962,9,0,1967,11,NA,NA,NA,NA,NA,2012,3,1,NA,NA,1,88,2,NA,2,2,0,0,0,1,1,NA,1,NA,NA,NA,0,0,0,NA,NA,0.873592853546143,3,0,1962.54162597656,1962.70837402344,21,0.166748046875,1967.875,5.1666259765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,88,1,NA,0,0,0,0,5,1,12,12,12,14
2348,1335659,1,0.7205,56442,NA,0.7164,56121,0.810074329376221,56227,11,0,1,2,1,NA,NA,1,NA,2,NA,1,1,54,12,12,1,10,1,2,NA,1,NA,NA,1,1,NA,50,5,51,5,53,12,53,12,1,NA,NA,1,NA,2,1,2,2,0,0,0,1,0,1,2,-1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,4,54,4,3,12,4,1,1,1,2,1,20,1,1,3,5,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,NA,1,1,54,12,12,1,10,1,1,1,2,1,1,1,NA,1984,5,0,1985,5,0,1987,12,NA,1987,12,NA,NA,NA,NA,1,NA,NA,1,37,2,1,2,2,0,0,0,1,1,2,1,NA,NA,NA,0,0,1,32.1666679382324,NA,0.793209075927734,1,0,1984.375,1985.375,21,1,1987.95837402344,2.5833740234375,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,4,0,0,0,1,1,0,16,13,16,16
2349,2114355,1,NA,NA,0.5904,NA,NA,0.182953611016273,12699,17,0,1,1,2,1,NA,1,NA,1,2,1,1,51,13,12,2,13,1,0,NA,NA,2,2,NA,2,1,80,10,80,10,81,5,NA,NA,4,2,19,1,NA,2,2,2,2,1,1,1,0,0,1,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,-2,4,41,3,2,12,4,1,2,1,1,1,13,3,1,3,5,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,1,51,13,12,2,13,1,1,1,0,2,2,2,1,2014,10,0,2014,10,0,2015,5,NA,NA,NA,NA,NA,NA,NA,4,2,18,1,1741,2,2,2,2,1,1,1,0,1,2,1,NA,NA,NA,0,0,0,2.75,NA,0.257446259260178,2,1,2014.79162597656,2014.79162597656,38,0,2015.375,0.5833740234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1741,2,4,0,0,0,0,1,0,16,17,17,16
2350,2956647,1,0.8085,63336,NA,0.8039,62976,0.909015536308289,63095,13,0,1,2,1,NA,NA,1,NA,1,NA,1,1,55,13,14,3,14,1,4,NA,1,NA,1,NA,1,NA,45,5,45,5,53,10,53,10,1,NA,NA,3,NA,2,1,2,2,1,1,1,0,0,1,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,-2,-2,2,3,53,4,3,12,4,1,2,1,2,1,17,1,1,3,6,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,1,1,55,13,14,3,14,1,1,1,4,1,1,1,NA,1979,5,0,1979,5,0,1987,10,NA,1987,10,NA,NA,NA,NA,1,NA,NA,3,120,2,1,2,2,1,1,1,0,1,1,1,NA,NA,NA,0,0,1,38.1666679382324,NA,0.89009040594101,1,1,1979.375,1979.375,15,0,1987.79162597656,8.4166259765625,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,3,5,0,1,0,0,1,0,20,20,17,16
2351,2668141,1,1.5654,122630,NA,1.5565,121932,1.76002323627472,122163,14,0,1,2,2,1,NA,1,NA,1,NA,1,2,23,9,9,4,9,1,1,NA,NA,0,1,NA,1,NA,83,2,-1,2,83,2,NA,NA,1,NA,NA,2,NA,2,NA,1,2,0,0,0,1,0,1,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,-2,1,1,-2,6,20,1,1,7,1,2,2,0,5,3,1,5,1,2,3,2,0,0,1,1,3,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,1,2,23,9,9,4,9,1,1,1,1,0,1,1,NA,2017,2,0,NA,2,0,2017,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,87,2,NA,1,2,0,0,0,1,1,2,1,NA,NA,NA,0,0,0,NA,NA,1.72338056564331,2,1,2017.125,NA,20,NA,2017.125,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2,4,0,0,0,1,2,0,12,12,12,11
2352,1195679,1,0.8242,64566,NA,0.8195,64198,0.926655411720276,64319,10,0,1,2,1,NA,NA,1,NA,1,NA,1,1,48,13,12,7,12,1,15,NA,1,NA,1,NA,1,NA,55,9,55,10,58,7,58,8,1,NA,NA,3,NA,2,1,2,2,1,1,1,0,0,1,1,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,1,2,2,47,4,3,13,4,1,2,1,4,1,13,1,1,2,4,1,0,0,0,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,1,1,48,13,12,7,12,1,1,1,15,1,1,1,NA,1989,9,0,1989,10,0,1992,7,NA,1992,8,NA,NA,NA,NA,1,NA,NA,3,78,2,1,2,2,1,1,1,0,1,1,1,NA,NA,NA,0,0,1,27.75,NA,0.907362997531891,1,1,1989.70837402344,1989.79162597656,19,0.083251953125,1992.54162597656,2.75,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,3,5,0,0,1,0,1,0,16,16,17,17
2353,2958337,1,2.0976,164321,NA,2.0856,163381,2.35830664634705,163690,6,0,1,2,1,NA,NA,1,NA,1,NA,1,4,36,12,12,5,10,1,20,NA,1,NA,1,NA,1,NA,80,12,80,12,81,6,82,8,1,NA,NA,3,NA,2,2,2,2,1,1,1,0,0,3,2,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,1,-2,4,34,2,2,11,3,3,2,0,2,3,19,1,1,2,3,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,1,4,36,12,12,5,10,1,1,1,20,1,1,1,NA,2014,12,0,2014,12,0,2015,6,NA,2016,8,NA,NA,NA,NA,1,NA,NA,3,166,2,2,2,2,1,1,1,0,3,2,1,NA,NA,NA,0,0,1,2.58333325386047,NA,2.30920815467834,1,1,2014.95837402344,2014.95837402344,31,0,2015.45837402344,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,166,2,4,0,0,0,0,4,0,16,13,16,14
2354,2296879,1,0.6934,54319,NA,0.6895,54014,0.779656946659088,54116,7,0,1,2,1,NA,NA,1,NA,1,NA,1,1,72,12,8,3,8,1,0,NA,1,NA,1,NA,1,NA,35,12,-1,-1,38,2,38,2,1,NA,NA,3,NA,2,2,1,2,0,0,1,0,0,1,1,-1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,69,6,4,12,4,1,2,1,2,1,12,1,1,3,5,1,0,0,0,0,2,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,1,1,72,12,8,3,8,1,1,1,0,1,1,1,NA,1969,12,0,NA,NA,NA,1972,2,NA,1972,2,NA,NA,NA,NA,1,NA,NA,3,10,2,2,1,2,0,0,1,0,1,1,1,NA,NA,NA,0,0,1,NA,NA,0.763424932956696,1,1,1969.95837402344,NA,21,NA,1972.125,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,5,0,0,0,0,1,0,12,12,16,16
2355,2483835,1,1.2865,100781,NA,1.2791,100201,1.44635117053986,100391,82,0,1,2,2,1,NA,1,NA,1,NA,2,5,25,9,1,4,2,1,4,NA,NA,0,1,NA,1,NA,70,6,74,11,78,10,NA,NA,1,NA,NA,3,NA,1,NA,1,2,1,0,0,0,0,2,3,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,1,1,5,24,1,1,9,2,4,2,1,3,3,6,6,1,4,9,2,0,2,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,NA,2,5,25,9,1,4,2,1,1,1,4,0,1,1,NA,2004,6,0,2008,11,0,2012,10,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,84,1,NA,1,2,1,0,0,0,2,3,1,NA,NA,NA,0,0,0,8.66666698455811,NA,1.41623902320862,2,1,2004.45837402344,2008.875,11,4.4166259765625,2012.79162597656,3.9166259765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,1,3,0,0,0,0,5,0,0,2.5,12,12
